Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;;;;

Zoetermeer;Jardi Ratering;06-98565720;JardiRatering@fleckens.hu;Scheveningsebos 145;Zoetermeer;vrijdag 15 november 2019;Bezorgen;vrijdag 15 november 2019;20:43;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 64,75;;€ 0,00;€ 64,75
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Nijmegen;Teus Knoppert;06-95611417;TeusKnoppert@rhyta.com;Cort van der Lindenstraat 160;Nijmegen;maandag 2 januari 2017;Bezorgen;maandag 2 januari 2017;16:42;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 9,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 9,95

Veghel;Danica Verlaan;06-14051404;DanicaVerlaan@jourrapide.com;Postoor van Haarenstraat 100;Veghel;maandag 10 juli 2017;Afhalen;maandag 10 juli 2017;17:45;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Noordwijk;Bernarda Bregman;06-65906633;BernardaBregman@fleckens.hu;Wilhelminastraat 159;Noordwijk;woensdag 1 november 2017;Afhalen;woensdag 1 november 2017;16:20;Margaritha;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;€ 49,70;;€ 0,00;€ 49,70
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;;1;Rode Ui, Spaanse Pepers;€ 2,00;€ 8,95;;;;

Den Haag Torenstraat;Moises Spapens;06-45104113;MoisesSpapens@gustr.com;Slimdijk 199;Oudendijk;dinsdag 12 februari 2019;Afhalen;dinsdag 12 februari 2019;16:10;Funghi;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 86,60;;€ 0,00;€ 86,60
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;;4;;€ 0,00;€ 51,80;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;

Amsterdam Bos en Lommerweg;Farrah Lap;06-31656812;FarrahLap@dayrep.com;IJplein 21;Amsterdam;vrijdag 4 oktober 2019;Afhalen;vrijdag 4 oktober 2019;18:17;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;Chorizo, Kaasmix, Beenham, Spinazie;€ 5,00;€ 17,95;€ 89,60;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 87,60
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;

Groningen Paddepoel;Lok Brongers;06-18811063;LokBrongers@armyspy.com;Laan van de Vrijheid 145;Groningen;zondag 5 augustus 2018;Afhalen;zondag 5 augustus 2018;20:27;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Delft Papsouwselaan;Susette Werkhoven;06-43469297;SusetteWerkhoven@superrito.com;Palamedesstraat 194;Delft;maandag 16 oktober 2017;Afhalen;maandag 16 oktober 2017;17:46;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;€ 119,45;;€ 0,00;€ 119,45
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;2;Rode Ui, Kip, Champignons, Geitenkaas;€ 4,00;€ 19,90;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;;4;Chorizo, Honing Mosterdsaus, Kip, Ham;€ 3,50;€ 57,80;;;;

Almere Buiten;Amon Wissing;06-12329109;AmonWissing@fleckens.hu;Brugplein 191;Almere;maandag 22 mei 2017;Bezorgen;maandag 22 mei 2017;19:47;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 60,75;;€ 0,00;€ 60,75
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;Spinazie, Verse Tomaat;€ 2,00;€ 12,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Venlo;Iain Campfens;06-45513234;IainCampfens@fleckens.hu;Averbodestraat 82;Venlo;zondag 29 oktober 2017;Bezorgen;zondag 29 oktober 2017;20:38;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 45,80;;€ 0,00;€ 45,80
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Osdorp;Bert-Jan Rijpkema;06-68764754;Bert-JanRijpkema@dayrep.com;Rozenlaan 43;Rotterdam;zondag 16 december 2018;Afhalen;zondag 16 december 2018;18:07;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 47,80;€ 76,65;;€ 0,00;€ 76,65
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;;;;

Zoetermeer;Malinda Wolbers;06-16533742;MalindaWolbers@superrito.com;Dijkwater 105;Zoetermeer;vrijdag 22 maart 2019;Bezorgen;vrijdag 22 maart 2019;19:06;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Chorizo, Kip, Paprikamix, Chicken Kebab;€ 5,00;€ 14,95;€ 60,75;2e pizza gratis bij afhalen;€ 0,00;€ 60,75
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Veghel;Renger van der Scheer;06-22090984;RengervanderScheer@einrot.com;Julianastraat 24;Veghel;dinsdag 29 oktober 2019;Afhalen;dinsdag 29 oktober 2019;20:26;Funghi;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;€ 11,90;;€ 0,00;€ 11,90

Scheveningen;Kwinten Masselink;06-58431371;KwintenMasselink@fleckens.hu;Kaapstraat 196;Den Haag;donderdag 30 augustus 2018;Bezorgen;donderdag 30 augustus 2018;20:31;Shoarma;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 97,55;3e pizza gratis bij bezorgen;€ 6,95;€ 90,60
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Hellevoetsluis;Ariadne Spekman;06-38308625;AriadneSpekman@einrot.com;Hercules 134;Hellevoetsluis;donderdag 4 juli 2019;Bezorgen;donderdag 4 juli 2019;16:46;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;Verse Tomaat, Spaanse Pepers;€ 2,00;€ 25,90;€ 77,65;;€ 0,00;€ 77,65
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Utrecht Marnixlaan;Moussa van der Staaij;06-30360823;MoussavanderStaaij@rhyta.com;Aziëlaan 49;Utrecht;zaterdag 17 juni 2017;Afhalen;zaterdag 17 juni 2017;20:41;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Den Haag Torenstraat;Nitin Hoorn;06-88569110;NitinHoorn@gustr.com;Venloseweg 191;Tegelen;vrijdag 1 februari 2019;Bezorgen;vrijdag 1 februari 2019;16:38;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Purmerend;Yelda van der Wijk;06-27151492;YeldavanderWijk@teleworm.us;Pinksterbloem 181;Purmerend;zondag 11 juni 2017;Afhalen;zondag 11 juni 2017;20:28;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 25,90;€ 79,55;;€ 0,00;€ 79,55
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;;4;;€ 0,00;€ 35,80;;;;

Valkenswaard;Rosemary Vroon;06-25604336;RosemaryVroon@dayrep.com;Sportstraat 38;Valkenswaard;zaterdag 24 maart 2018;Afhalen;zaterdag 24 maart 2018;19:38;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;1;Shoarma, Ananas;€ 2,50;€ 14,45;€ 61,20;;€ 0,00;€ 61,20
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 19,90;;;;

Waalwijk;Ouafae Oosterman;06-70191963;OuafaeOosterman@superrito.com;Reiger 144;Sprang-Capelle;donderdag 9 augustus 2018;Bezorgen;donderdag 9 augustus 2018;18:47;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 35,80;€ 35,80;;€ 0,00;€ 35,80

Spijkenisse;Wendell Pranger;06-78060577;WendellPranger@superrito.com;D. de Koninglaan 106;Hekelingen;zaterdag 31 augustus 2019;Afhalen;zaterdag 31 augustus 2019;18:48;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;Spaanse Pepers, Shoarma;€ 2,50;€ 11,45;€ 11,45;;€ 0,00;€ 11,45

Leiden;Yassine Hessing;06-24029161;YassineHessing@teleworm.us;Turfmarkt 19;Leiden;dinsdag 13 juni 2017;Bezorgen;dinsdag 13 juni 2017;16:59;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 27,90;;€ 0,00;€ 27,90

Velp;Fébe Uysal;06-47880091;FebeUysal@einrot.com;Stoppelmanstraat 97;Wildervank;maandag 2 december 2019;Bezorgen;maandag 2 december 2019;19:19;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Merguez, Salami, Pepperoni, Groene Olijven;€ 4,00;€ 12,95;€ 36,85;2e pizza gratis bij afhalen;€ 0,00;€ 36,85
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Den Helder;Yari Lamain;06-30345851;YariLamain@gustr.com;Hoofdgracht 98;Den Helder;maandag 6 mei 2019;Bezorgen;maandag 6 mei 2019;18:36;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 92,65;;€ 0,00;€ 92,65
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Delft Binnenwatersloot;Jana Rooker;06-27608569;JanaRooker@dayrep.com;Verwersdijk 102;Delft;dinsdag 24 april 2018;Afhalen;dinsdag 24 april 2018;18:15;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Arnhem;Bastijn van de Vossenberg;06-39099147;BastijnvandeVossenberg@einrot.com;Prinsenhof 188;Arnhem;dinsdag 31 oktober 2017;Bezorgen;dinsdag 31 oktober 2017;16:44;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Hellevoetsluis;Alistair Dassen;06-57045421;AlistairDassen@gustr.com;Noordse Molenweg 198;Hellevoetsluis;zondag 21 mei 2017;Afhalen;zondag 21 mei 2017;19:35;Americana;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 56,75;;€ 0,00;€ 56,75
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 21,90;;;;

Meppel;Abdullah Custers;06-23325006;AbdullahCusters@rhyta.com;Citroenvlinder 93;Meppel;donderdag 30 augustus 2018;Afhalen;donderdag 30 augustus 2018;19:30;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 35,85;3e pizza gratis bij bezorgen;€ 0,00;€ 35,85
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;

Deventer;Kristy van Leijen;06-72878799;KristyvanLeijen@cuvox.de;Wechelerweg 157;Diepenveen;donderdag 12 december 2019;Bezorgen;donderdag 12 december 2019;17:43;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;€ 69,65;;€ 0,00;€ 69,65
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Den Haag Goudenregenplein;Jaimey Hagenaars;06-66335137;JaimeyHagenaars@teleworm.us;Kelperweg 169;Kelpen-Oler;woensdag 23 januari 2019;Afhalen;woensdag 23 januari 2019;16:39;Veggi;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 77,65;;€ 0,00;€ 77,65
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;

Zwolle Bachplein;Stan den Dulk;06-84938176;StandenDulk@gustr.com;Mammoetveld 154;Zwolle;zaterdag 3 maart 2018;Afhalen;zaterdag 3 maart 2018;19:35;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 34,35;;€ 0,00;€ 34,35
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;1;Gehakt, Knoflooksaus Swirl;€ 1,50;€ 13,45;;;;

Den Bosch;Elize van Eijndhoven;06-12241612;ElizevanEijndhoven@jourrapide.com;Churchilllaan 144;s-Hertogenbosch;maandag 16 juli 2018;Afhalen;maandag 16 juli 2018;20:13;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 17,90;;;;

Wassenaar;Adne Kinds;06-10847717;AdneKinds@armyspy.com;Laan van Koot 171;Wassenaar;vrijdag 31 maart 2017;Bezorgen;vrijdag 31 maart 2017;16:15;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 14,95;2e pizza gratis bij afhalen;€ 0,00;€ 14,95

Woerden;Faruk Cozijnsen;06-66082102;FarukCozijnsen@cuvox.de;Houtdijkerpad 64;Kamerik;woensdag 13 februari 2019;Afhalen;woensdag 13 februari 2019;18:16;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Barendrecht;Ema Kalshoven;06-29836674;EmaKalshoven@fleckens.hu;Dorpsstraat 115;Barendrecht;dinsdag 13 maart 2018;Bezorgen;dinsdag 13 maart 2018;19:47;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 65,65;;€ 0,00;€ 65,65
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 31,80;;;;
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

IJmuiden;Henderik Orth;06-30204367;HenderikOrth@gustr.com;Dreeslaan 123;Nunspeet;dinsdag 18 juni 2019;Afhalen;dinsdag 18 juni 2019;17:10;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;;2;Salami, Kaasmix, Honing Mosterdsaus;€ 3,00;€ 25,90;€ 85,55;;€ 0,00;€ 85,55
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 31,80;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;

Den Haag Torenstraat;Jorien Maes;06-20796693;JorienMaes@rhyta.com;Esdoornlaan 8;Nederhorst den Berg;zondag 4 maart 2018;Afhalen;zondag 4 maart 2018;18:04;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Landgraaf;Lineke Kleijn;06-11430615;LinekeKleijn@teleworm.us;Voorterhof 147;Landgraaf;donderdag 1 juni 2017;Afhalen;donderdag 1 juni 2017;19:56;Funghi;Large Pizza;Tomatensaus;€ 4,95;;2;Merguez, Bacon;€ 2,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

IJmuiden;Michaela Veldhoen;06-63331251;MichaelaVeldhoen@teleworm.us;Valeriusstraat 49;Amsterdam;maandag 6 november 2017;Afhalen;maandag 6 november 2017;17:08;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;€ 79,60;;€ 0,00;€ 79,60
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 35,80;;;;

Enschede West;Linda de Rijk;06-44105851;LindadeRijk@teleworm.us;Moeraskerslaan 169;Enschede;maandag 13 februari 2017;Afhalen;maandag 13 februari 2017;16:14;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 31,80;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Ede;Dominicus Waterlander;06-82643301;DominicusWaterlander@gustr.com;Kuiperplein 27;Ede;zondag 29 december 2019;Afhalen;zondag 29 december 2019;20:13;Funghi;Italian Pizza;Tomatensaus;€ 4,95;;2;Paprikamix, Gorgonzola;€ 2,00;€ 15,90;€ 33,80;;€ 0,00;€ 33,80
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;

Zaandam;Reda Mahmood;06-61170711;RedaMahmood@jourrapide.com;Dijkstraat 16;Terneuzen;vrijdag 8 september 2017;Afhalen;vrijdag 8 september 2017;17:55;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 89,55;;€ 0,00;€ 89,55
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 47,80;;;;

Rotterdam Zuidplein;Tia Voesten;06-79872338;TiaVoesten@fleckens.hu;Bas Jungeriusstraat 78;Rotterdam;donderdag 5 januari 2017;Bezorgen;donderdag 5 januari 2017;18:07;Funghi;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Leiderdorp;Sharida Notten;06-91525698;SharidaNotten@einrot.com;Waterbieskreek 181;Leiderdorp;zaterdag 13 oktober 2018;Afhalen;zaterdag 13 oktober 2018;18:27;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;€ 9,95;;€ 0,00;€ 9,95

Bussum;Linet van Welie;06-36656978;LinetvanWelie@armyspy.com;Singel 60;Bussum;vrijdag 10 augustus 2018;Afhalen;vrijdag 10 augustus 2018;19:29;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;;1;Bacon, Kaasmix;€ 2,50;€ 10,45;€ 55,25;;€ 0,00;€ 55,25
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Enschede West;Christan Grimbergen;06-53319394;ChristanGrimbergen@fleckens.hu;Varenwoltlanden 169;Enschede;vrijdag 24 februari 2017;Afhalen;vrijdag 24 februari 2017;16:14;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 11,95;€ 51,75;3e pizza gratis bij bezorgen;€ 0,00;€ 51,75
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;

Dordrecht Van Oldenbarneveltplein;Fransje Rijkers;06-26582726;FransjeRijkers@rhyta.com;Noorderelsweg 125;Dordrecht;woensdag 7 maart 2018;Afhalen;woensdag 7 maart 2018;19:26;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;;3;;€ 0,00;€ 26,85;€ 68,65;;€ 0,00;€ 68,65
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 11,95;;;;
