Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Leiden;Hatiçe Matthijsse;06-20197832;HaticeMatthijsse@einrot.com;Molenzicht 119;Leiden;zaterdag 10 november 2018;Bezorgen;zaterdag 10 november 2018;17:56;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 22,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 22,90
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Rotterdam Zevenkamp;Nikolai Hobo;06-58726301;NikolaiHobo@rhyta.com;Herman Bavinckstraat 189;Rotterdam;zondag 30 december 2018;Bezorgen;zondag 30 december 2018;19:36;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;€ 106,60;;€ 0,00;€ 106,60
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;;€ 0,00;€ 59,80;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Heerhugowaard;Yonna IJpelaar;06-78760117;YonnaIJpelaar@gustr.com;Cato van der Pijlland 37;Heerhugowaard;maandag 19 februari 2018;Bezorgen;maandag 19 februari 2018;20:57;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 35,80;€ 35,80;;€ 0,00;€ 35,80

Maastricht;Wander Mors;06-86090138;WanderMors@dayrep.com;Termileslaan 200;Maastricht;maandag 21 januari 2019;Afhalen;maandag 21 januari 2019;18:11;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Bussum;Aly Uçar;06-15336969;AlyUcar@superrito.com;Stationsplein 130;Bussum;zaterdag 3 augustus 2019;Afhalen;zaterdag 3 augustus 2019;20:26;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Kampen;Belia Hagoort;06-66000231;BeliaHagoort@fleckens.hu;Akelei 13;Kampen;zondag 17 februari 2019;Afhalen;zondag 17 februari 2019;17:28;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 25,90;€ 46,75;;€ 0,00;€ 46,75
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;

Groningen Boterdiep;Tanju Meindertsma;06-36507228;TanjuMeindertsma@einrot.com;Johan Willem Frisostraat 69;Groningen;woensdag 28 november 2018;Bezorgen;woensdag 28 november 2018;20:16;Caprese;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;€ 63,25;;€ 0,00;€ 63,25
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Kip, Basilicum;€ 1,50;€ 12,45;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Rotterdam Noord;Bruce Reijmers;06-62279702;BruceReijmers@dayrep.com;Voetjesstraat 110;Rotterdam;donderdag 21 juni 2018;Afhalen;donderdag 21 juni 2018;17:13;Funghi;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;€ 12,90;;€ 0,00;€ 12,90
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;

Lelystad;Shaya Cillessen;06-57859807;ShayaCillessen@jourrapide.com;Karveel 4;Lelystad;woensdag 1 maart 2017;Afhalen;woensdag 1 maart 2017;17:48;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;4;;€ 0,00;€ 35,80;€ 35,80;;€ 0,00;€ 35,80

Delft Binnenwatersloot;Shakira van der Doelen;06-66275835;ShakiravanderDoelen@einrot.com;Van der Brugghenstraat 162;Delft;maandag 27 februari 2017;Bezorgen;maandag 27 februari 2017;20:33;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 27,85;25% korting op je bestelling;€ 6,96;€ 20,89
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;

Maassluis;Amélie Zonneveld;06-70562283;AmelieZonneveld@cuvox.de;Burgemeester Wesselinkstraat 25;Maassluis;zaterdag 28 juli 2018;Bezorgen;zaterdag 28 juli 2018;19:52;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Amsterdam Overtoom;Solveig van den Boogaard;06-61342918;SolveigvandenBoogaard@jourrapide.com;Liergouw 132;Amsterdam;donderdag 21 september 2017;Bezorgen;donderdag 21 september 2017;17:37;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 39,80;€ 71,60;2e pizza gratis bij afhalen;€ 0,00;€ 71,60
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;€ 2,00;4;;€ 0,00;€ 31,80;;;;

Roermond;Charlotte Haring;06-74969407;CharlotteHaring@cuvox.de;Beethovenstraat 49;Roermond;zaterdag 17 februari 2018;Bezorgen;zaterdag 17 februari 2018;16:29;Funghi;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;€ 46,80;3e pizza gratis bij bezorgen;€ 7,95;€ 38,85
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;Champignons, Ham, Champignons, Bacon;€ 4,00;€ 13,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Groningen Paddepoel;Janis Nieuwkoop;06-29500664;JanisNieuwkoop@cuvox.de;Stationsplein 64;Groningen;dinsdag 6 augustus 2019;Bezorgen;dinsdag 6 augustus 2019;16:43;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 46,30;;€ 0,00;€ 46,30
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;Gorgonzola, Champignons, Knoflooksaus Swirl;€ 2,50;€ 13,45;;;;

Hoogezand;Rosina Klein Nagelvoort;06-88334730;RosinaKleinNagelvoort@fleckens.hu;Spijkse Kweldijk 165;Heukelum;vrijdag 14 december 2018;Afhalen;vrijdag 14 december 2018;19:00;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;€ 54,70;;€ 0,00;€ 54,70
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Etten Leur;Udo Koolstra;06-99728000;UdoKoolstra@fleckens.hu;Tamboerijn 164;Etten-Leur;donderdag 9 augustus 2018;Bezorgen;donderdag 9 augustus 2018;18:49;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 47,80;;€ 0,00;€ 47,80
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Drachten;Lawrence van Vessem;06-40893384;LawrencevanVessem@gustr.com;Beethovenlaan 187;Nunspeet;dinsdag 2 oktober 2018;Bezorgen;dinsdag 2 oktober 2018;19:12;Beenham;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Emmen;Leah Pape;06-14333009;LeahPape@dayrep.com;Roelof Schuilingstraat 160;Emmen;donderdag 27 december 2018;Bezorgen;donderdag 27 december 2018;18:35;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Amersfoort;Caja van Puijenbroek;06-26908034;CajavanPuijenbroek@cuvox.de;Coelhorsterappelgaarde 143;Amersfoort;vrijdag 12 januari 2018;Bezorgen;vrijdag 12 januari 2018;19:16;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;;€ 0,00;€ 39,80;€ 122,45;;€ 0,00;€ 122,45
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Soest;Diaz Meeuwisse;06-24450607;DiazMeeuwisse@superrito.com;Goudwesp 29;Soest;zondag 27 oktober 2019;Afhalen;zondag 27 oktober 2019;16:33;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Gorinchem;Jivan Elings;06-43498319;JivanElings@rhyta.com;Revetsteeg 68;Gorinchem;vrijdag 11 mei 2018;Bezorgen;vrijdag 11 mei 2018;20:40;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 13,95;;€ 0,00;€ 13,95

Zwolle;Jess Schenkels;06-84535450;JessSchenkels@dayrep.com;Zwin 33;Zwolle;donderdag 19 oktober 2017;Afhalen;donderdag 19 oktober 2017;20:30;Funghi;Large Pizza;Tomatensaus;€ 4,95;;2;Chorizo, Merguez, Chorizo, Paprikamix;€ 4,00;€ 25,90;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Heerenveen;Jayme Rosenberg;06-25029030;JaymeRosenberg@rhyta.com;Azaleastraat 7;Heerenveen;donderdag 3 mei 2018;Afhalen;donderdag 3 mei 2018;16:57;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 17,90;€ 17,90;3e pizza gratis bij bezorgen;€ 0,00;€ 17,90

Osdorp;Drifa Fernandes;06-23301992;DrifaFernandes@armyspy.com;Huijgensstraat 115;Utrecht;woensdag 19 december 2018;Afhalen;woensdag 19 december 2018;19:48;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 69,70;;€ 0,00;€ 69,70
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;

Dongen;Fennetje Pisters;06-72982407;FennetjePisters@cuvox.de;Glorieux 124;Dongen;dinsdag 14 augustus 2018;Afhalen;dinsdag 14 augustus 2018;16:20;Caprese;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;€ 5,95;2e pizza gratis bij afhalen;€ 0,00;€ 5,95

Oosterhout;Bouchra Noordegraaf;06-16477569;BouchraNoordegraaf@superrito.com;De Wijnsteker 173;Oosterhout;zondag 8 september 2019;Bezorgen;zondag 8 september 2019;19:47;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 80,65;;€ 0,00;€ 80,65
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Den Haag Oude Haagweg;;;;;;maandag 6 mei 2019;Bezorgen;maandag 6 mei 2019;17:18;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;Ananas, Spinazie, Kip;€ 3,00;€ 33,90;€ 103,55;;€ 0,00;€ 103,55
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Bacon, Paprikamix, Merguez;€ 3,00;€ 11,95;;;;

Middelburg;Carlien van Plateringen;06-90056002;CarlienvanPlateringen@jourrapide.com;t Zanddorp 19;Middelburg;vrijdag 9 juni 2017;Bezorgen;vrijdag 9 juni 2017;16:32;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 24,90;;€ 0,00;€ 24,90
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 15,95;;;;

Den Haag Oude Haagweg;Geesje van Hamersveld;06-38480857;GeesjevanHamersveld@gustr.com;Elsmaten 178;Rijssen;woensdag 30 augustus 2017;Afhalen;woensdag 30 augustus 2017;19:35;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Wijchen;Yasser van der Wegen;06-56238994;YasservanderWegen@teleworm.us;Havikstraat 157;Wijchen;vrijdag 18 augustus 2017;Bezorgen;vrijdag 18 augustus 2017;19:32;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 92,70;2e pizza gratis bij afhalen;€ 0,00;€ 92,70
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;Gehakt, Paprikamix, Ham;€ 3,00;€ 33,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Paprikamix, Kip, Gehakt;€ 3,00;€ 16,95;;;;

Utrecht Rijnlaan;Mirac Hopmans;06-30881139;MiracHopmans@rhyta.com;Kanaalweg 173;Utrecht;dinsdag 25 september 2018;Afhalen;dinsdag 25 september 2018;19:01;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;;4;;€ 0,00;€ 51,80;€ 73,70;;€ 0,00;€ 73,70
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;

Gorinchem;Marah Nijzink;06-21255441;MarahNijzink@einrot.com;Lingsesdijk 163;Gorinchem;woensdag 2 mei 2018;Bezorgen;woensdag 2 mei 2018;19:54;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 27,90;;€ 0,00;€ 27,90

Rotterdam Vuurplaat;Kelsey Abbing;06-64143876;KelseyAbbing@dayrep.com;Hendrick Sorchstraat 113;Rotterdam;zaterdag 2 maart 2019;Bezorgen;zaterdag 2 maart 2019;20:10;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 60,75;25% korting op je bestelling;€ 15,19;€ 45,56
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Zaandam;Sohail Timmers;06-97201405;SohailTimmers@superrito.com;Wolsinkweg 92;Zelhem;donderdag 22 augustus 2019;Afhalen;donderdag 22 augustus 2019;20:31;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 28,85;25% korting op je bestelling;€ 7,21;€ 21,64
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Almelo;Mabel Strijbosch;06-77315905;MabelStrijbosch@rhyta.com;Ootmarsumsestraat 49;Almelo;donderdag 5 oktober 2017;Afhalen;donderdag 5 oktober 2017;19:10;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 58,70;;€ 0,00;€ 58,70
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 19,90;;;;

Naaldwijk;Diaz Hageman;06-34431319;DiazHageman@armyspy.com;Waldeck Pyrmontstraat 54;Maasdijk;dinsdag 7 februari 2017;Bezorgen;dinsdag 7 februari 2017;18:01;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Heemskerk;Ignatius Tuerlings;06-38670530;IgnatiusTuerlings@dayrep.com;Gerrit van Assendelftstraat 127;Heemskerk;zaterdag 26 oktober 2019;Afhalen;zaterdag 26 oktober 2019;20:26;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 21,90;€ 50,25;;€ 0,00;€ 50,25
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;;1;Knoflooksaus Swirl, Spinazie, Kaas;€ 2,50;€ 9,45;;;;

Wassenaar;Matej Ludwig;06-83364841;MatejLudwig@rhyta.com;Landgoed de Wittenburg 81;Wassenaar;zaterdag 16 december 2017;Afhalen;zaterdag 16 december 2017;17:33;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 11,95;2e pizza gratis bij afhalen;€ 0,00;€ 11,95

Landgraaf;Zoë van Wilgenburg;06-10613514;ZoevanWilgenburg@superrito.com;Burgemeester Pelzerstraat 31;Landgraaf;dinsdag 23 oktober 2018;Bezorgen;dinsdag 23 oktober 2018;16:09;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 55,80;;€ 0,00;€ 55,80
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;

Rotterdam Zuidplein;Aya Iwema;06-39719366;AyaIwema@cuvox.de;Markerstraat 134;Rotterdam;vrijdag 18 oktober 2019;Afhalen;vrijdag 18 oktober 2019;20:11;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 35,80;2e pizza gratis bij afhalen;€ 4,95;€ 30,85
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;

Den Haag Torenstraat;Nurcan Vester;06-85801004;NurcanVester@cuvox.de;Arthur van Schendelstraat 163;Utrecht;maandag 21 augustus 2017;Afhalen;maandag 21 augustus 2017;19:52;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 11,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 11,95

Almere;Priyanka Broekema;06-41193074;PriyankaBroekema@einrot.com;Gleditsiastraat 183;Almere;donderdag 4 oktober 2018;Afhalen;donderdag 4 oktober 2018;20:57;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 12,95;;;;

Voorschoten;Scott Wagemaker;06-96087728;ScottWagemaker@cuvox.de;Hofweg 189;Voorschoten;woensdag 19 december 2018;Bezorgen;woensdag 19 december 2018;17:39;Caprese;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;€ 6,95;3e pizza gratis bij bezorgen;€ 0,00;€ 6,95

Amersfoort;Babette van Heertum;06-72915075;BabettevanHeertum@einrot.com;Kloosterlaan 182;Hoogland;zaterdag 25 mei 2019;Afhalen;zaterdag 25 mei 2019;19:23;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Uden;Rommy Gillis;06-52690797;RommyGillis@armyspy.com;Linie 146;Uden;vrijdag 25 mei 2018;Bezorgen;vrijdag 25 mei 2018;17:28;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 24,90;3e pizza gratis bij bezorgen;€ 0,00;€ 24,90
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Papendrecht;Wout ten Velde;06-56082617;WouttenVelde@dayrep.com;Rozenstraat 27;Papendrecht;dinsdag 8 januari 2019;Afhalen;dinsdag 8 januari 2019;18:07;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;;2;Shoarma, Verse Tomaat, Chorizo;€ 3,50;€ 28,90;€ 28,90;;€ 0,00;€ 28,90

Oss;Neha Wiertz;06-48751701;NehaWiertz@einrot.com;Spoorlaan 38;Oss;donderdag 14 maart 2019;Bezorgen;donderdag 14 maart 2019;16:02;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;;;;

Bussum;Jermo van der Lei;06-56631484;JermovanderLei@cuvox.de;Nieuwe Englaan 119;Bussum;zondag 15 januari 2017;Afhalen;zondag 15 januari 2017;17:34;Caprese;Medium Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 9,90;€ 27,80;;€ 0,00;€ 27,80
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;;2;Rode Ui, Merguez;€ 2,00;€ 17,90;;;;

Valkenswaard;Marsha Harthoorn;06-33281717;MarshaHarthoorn@rhyta.com;Ericapad 162;Valkenswaard;vrijdag 12 oktober 2018;Afhalen;vrijdag 12 oktober 2018;17:30;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 6,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 35,80;;;;

Nootdorp;Matthias van Steeg;06-16826133;MatthiasvanSteeg@dayrep.com;Doornbosseweg 2;Kruisland;zondag 21 april 2019;Bezorgen;zondag 21 april 2019;16:07;Supreme;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 13,95;;€ 0,00;€ 13,95

Groningen Paddepoel;Jorinde van Kasteren;06-72921372;JorindevanKasteren@jourrapide.com;Madeliefstraat 119;Groningen;zondag 1 december 2019;Bezorgen;zondag 1 december 2019;20:51;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 39,85;;€ 0,00;€ 39,85
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Utrecht Marnixlaan;Jaike Stapel;06-20751917;JaikeStapel@armyspy.com;Alendorperweg 179;Vleuten;donderdag 27 juni 2019;Bezorgen;donderdag 27 juni 2019;19:09;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 48,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 46,75
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;

